Date,Open,High,Low,Close,Adj Close,Volume
2020-01-21,81.98999786376953,82.94999694824219,81.80000305175781,82.02999877929688,82.02999877929688,3612000
2020-01-22,82.13999938964844,83.02999877929688,82.06999969482422,82.48999786376953,82.48999786376953,1672500
2020-01-23,82.30000305175781,82.37000274658203,81.94999694824219,82.18000030517578,82.18000030517578,1754900
2020-01-24,82.29000091552734,82.58999633789062,81.33000183105469,81.58000183105469,81.58000183105469,1596500
2020-01-27,80.88999938964844,81.55000305175781,80.37999725341797,80.72000122070312,80.72000122070312,1934600
2020-01-28,81.08000183105469,82.30000305175781,80.93000030517578,81.66000366210938,81.66000366210938,2395000
2020-01-29,81.87000274658203,81.88999938964844,80.08999633789062,80.26000213623047,80.26000213623047,2602400
2020-01-30,79.58999633789062,81.05000305175781,79.58000183105469,80.94000244140625,80.94000244140625,2352700
2020-01-31,80.58999633789062,80.79000091552734,79.16000366210938,79.19000244140625,79.19000244140625,2863600
2020-02-03,80.36000061035156,80.76000213623047,79.33000183105469,79.45999908447266,79.45999908447266,2879800
2020-02-04,80.1500015258789,81.88999938964844,79.2300033569336,81.51000213623047,81.51000213623047,4597800
2020-02-05,81.95999908447266,82.70999908447266,81.75,81.79000091552734,81.79000091552734,2758800
2020-02-06,82.12999725341797,83.08000183105469,82.0,82.7699966430664,82.7699966430664,2976200
2020-02-07,83.37000274658203,85.79000091552734,82.26000213623047,85.44000244140625,85.44000244140625,6740600
2020-02-10,85.41000366210938,85.6500015258789,84.37999725341797,84.52999877929688,84.52999877929688,3423100
2020-02-11,93.69999694824219,95.2300033569336,92.66000366210938,94.48999786376953,94.48999786376953,25874400
2020-02-12,94.0,96.2699966430664,93.91999816894531,95.66999816894531,95.66999816894531,8915500
2020-02-13,95.12000274658203,96.1500015258789,94.80000305175781,95.13999938964844,95.13999938964844,5490500
2020-02-14,95.26000213623047,96.62000274658203,95.0199966430664,96.4800033569336,96.4800033569336,3045900
2020-02-18,96.8499984741211,100.0199966430664,96.27999877929688,99.87999725341797,99.87999725341797,7460100
2020-02-19,101.16000366210938,101.3499984741211,99.63999938964844,100.48999786376953,100.48999786376953,6091300
2020-02-20,100.0999984741211,100.41999816894531,98.2300033569336,99.5,99.5,6350400
2020-02-21,98.97000122070312,99.48999786376953,96.62000274658203,98.56999969482422,98.56999969482422,12101000
2020-02-24,96.12999725341797,97.30999755859375,95.87999725341797,96.37000274658203,96.37000274658203,4700900
2020-02-25,96.55999755859375,97.0,94.44999694824219,94.58000183105469,94.58000183105469,5117500
2020-02-26,94.68000030517578,95.66000366210938,93.44000244140625,93.6500015258789,93.6500015258789,4371300
2020-02-27,92.83000183105469,93.31999969482422,91.16000366210938,91.23999786376953,91.23999786376953,5856400
2020-02-28,89.44000244140625,90.5,87.4800033569336,90.16000366210938,90.16000366210938,6958100
2020-03-02,90.27999877929688,93.36000061035156,88.9800033569336,93.29000091552734,93.29000091552734,5160600
2020-03-03,92.62999725341797,93.91999816894531,88.7699966430664,89.37000274658203,89.37000274658203,5702000
2020-03-04,90.43000030517578,93.95999908447266,90.25,93.80999755859375,93.80999755859375,5222200
2020-03-05,91.61000061035156,93.16000366210938,89.19000244140625,89.86000061035156,89.86000061035156,4941300
2020-03-06,86.0999984741211,88.27999877929688,85.41999816894531,87.86000061035156,87.86000061035156,5978500
2020-03-09,83.2699966430664,84.88999938964844,79.58000183105469,79.75,79.75,7946600
2020-03-10,81.9800033569336,85.01000213623047,80.20999908447266,84.9800033569336,84.9800033569336,6713600
2020-03-11,82.86000061035156,87.83000183105469,82.8499984741211,86.44999694824219,86.44999694824219,8840300
2020-03-12,82.0199966430664,85.0,76.41000366210938,76.76000213623047,76.76000213623047,9075300
2020-03-13,80.1500015258789,85.5199966430664,76.61000061035156,85.38999938964844,85.38999938964844,7401700
2020-03-16,78.33999633789062,80.55000305175781,74.83999633789062,76.52999877929688,76.52999877929688,6787700
2020-03-17,77.5999984741211,80.4000015258789,75.44999694824219,78.3499984741211,78.3499984741211,7609100
2020-03-18,74.5999984741211,76.0999984741211,63.5,74.31999969482422,74.31999969482422,11114200
2020-03-19,74.7699966430664,81.98999786376953,73.61000061035156,79.44999694824219,79.44999694824219,8906200
2020-03-20,80.0,82.0,73.16000366210938,74.55000305175781,74.55000305175781,6836600
2020-03-23,74.9800033569336,76.66000366210938,70.83000183105469,75.69999694824219,75.69999694824219,8328800
2020-03-24,78.5,79.70999908447266,75.83000183105469,78.6500015258789,78.6500015258789,5929100
2020-03-25,77.7699966430664,85.47000122070312,77.75,79.16999816894531,79.16999816894531,6252700
2020-03-26,80.0,84.98999786376953,79.7300033569336,84.62999725341797,84.62999725341797,4821300
2020-03-27,82.54000091552734,83.9000015258789,81.0199966430664,81.72000122070312,81.72000122070312,4309600
2020-03-30,82.29000091552734,83.86000061035156,81.23999786376953,83.12000274658203,83.12000274658203,5625200
2020-03-31,83.04000091552734,84.75,81.9800033569336,83.9000015258789,83.9000015258789,6920600
2020-04-01,82.98999786376953,86.70999908447266,82.69999694824219,85.12999725341797,85.12999725341797,11018800
2020-04-02,85.05000305175781,88.5199966430664,84.0199966430664,84.41000366210938,84.41000366210938,22956100
2020-04-03,84.55999755859375,84.98999786376953,81.04000091552734,81.9800033569336,81.9800033569336,8378500
2020-04-06,84.48999786376953,86.48999786376953,82.98999786376953,86.08999633789062,86.08999633789062,5256300
2020-04-07,87.66000366210938,87.91000366210938,85.16999816894531,86.51000213623047,86.51000213623047,4410100
2020-04-08,86.5999984741211,87.63999938964844,86.0,86.8499984741211,86.8499984741211,3831600
2020-04-09,86.87999725341797,87.75,84.93000030517578,85.9000015258789,85.9000015258789,5770900
2020-04-13,84.58999633789062,87.27999877929688,84.47000122070312,86.16999816894531,86.16999816894531,3955700
2020-04-14,87.19000244140625,89.94000244140625,86.4000015258789,89.62000274658203,89.62000274658203,4787100
2020-04-15,87.91999816894531,89.38999938964844,87.0999984741211,88.54000091552734,88.54000091552734,5804000
2020-04-16,89.11000061035156,90.58000183105469,88.06999969482422,90.2699966430664,90.2699966430664,4793700
2020-04-17,92.75,93.30000305175781,89.86000061035156,90.98999786376953,90.98999786376953,3847500
